"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
4.092373480E2,-7.434897617E0,1.092516283E2,6.815364610E1,0.000000000E0,1.491226908E2,4.987498130E0,3.000000000E0
4.102373371E2,-7.434897075E0,1.092516314E2,6.815364610E1,0.000000000E0,1.491226908E2,4.827042337E0,3.000000000E0
4.112373259E2,-7.434897197E0,1.092516310E2,6.815364610E1,0.000000000E0,1.491226908E2,4.883694188E0,3.000000000E0
4.122373152E2,-7.434897299E0,1.092516306E2,6.815364610E1,0.000000000E0,1.491226908E2,4.951153790E0,3.000000000E0
4.132373053E2,-7.434897301E0,1.092516306E2,6.815364610E1,0.000000000E0,1.491226908E2,5.001036070E0,3.000000000E0
4.142372948E2,-7.434897395E0,1.092516303E2,6.815364610E1,0.000000000E0,1.491226908E2,5.061767231E0,3.039742871E0
4.152372855E2,-7.434897480E0,1.092516301E2,6.815364610E1,0.000000000E0,1.491226908E2,5.078725157E0,3.136547416E0
4.162372762E2,-7.434897483E0,1.092516300E2,6.815364610E1,0.000000000E0,1.491226908E2,5.076908505E0,3.000000000E0
4.172372674E2,-7.434897491E0,1.092516300E2,6.815364610E1,0.000000000E0,1.491226908E2,5.199869822E0,3.000000000E0
4.182372583E2,-7.434897492E0,1.092516300E2,6.815364610E1,0.000000000E0,1.491226908E2,5.266733985E0,3.000000000E0
4.192372500E2,-7.434897582E0,1.092516297E2,6.815364610E1,0.000000000E0,1.491226908E2,5.225031107E0,3.000000000E0
4.202372414E2,-7.434897590E0,1.092516297E2,6.815364610E1,0.000000000E0,1.491226908E2,5.341703959E0,3.071132970E0
4.212372334E2,-7.434897597E0,1.092516297E2,6.815364610E1,0.000000000E0,1.491226908E2,5.355505689E0,3.000000000E0
4.222372251E2,-7.434897607E0,1.092516296E2,6.815364610E1,0.000000000E0,1.491226908E2,5.437617790E0,3.000000000E0
4.232372181E2,-7.434897610E0,1.092516296E2,6.815364610E1,0.000000000E0,1.491226908E2,5.645123282E0,3.000000000E0
4.242372105E2,-7.434897622E0,1.092516296E2,6.815364610E1,0.000000000E0,1.491226908E2,5.874411609E0,3.000000000E0
4.252372024E2,-7.434897626E0,1.092516296E2,6.815364610E1,0.000000000E0,1.491226908E2,6.109679190E0,3.000000000E0
4.262371958E2,-7.434897632E0,1.092516296E2,6.815364610E1,0.000000000E0,1.491226908E2,6.137184513E0,3.000000000E0
4.272371891E2,-7.434897782E0,1.092516291E2,6.815364610E1,0.000000000E0,1.491226908E2,5.972508076E0,3.000000000E0
4.282371820E2,-7.434897904E0,1.092516287E2,6.815364610E1,0.000000000E0,1.491226908E2,5.846077400E0,3.000000000E0
4.292371749E2,-7.434897912E0,1.092516286E2,6.815364610E1,0.000000000E0,1.491226908E2,5.823610180E0,3.000000000E0
4.302371680E2,-7.434897923E0,1.092516286E2,6.815364610E1,0.000000000E0,1.491226908E2,5.997454047E0,3.000000000E0
4.312371613E2,-7.434897929E0,1.092516286E2,6.815364610E1,0.000000000E0,1.491226908E2,6.043930698E0,3.000000000E0
4.322371557E2,-7.434897940E0,1.092516286E2,6.815364610E1,0.000000000E0,1.491226908E2,6.171169766E0,3.000000000E0
4.332371488E2,-7.434897944E0,1.092516285E2,6.815364610E1,0.000000000E0,1.491226908E2,6.296563337E0,3.000000000E0
4.342371426E2,-7.434897957E0,1.092516285E2,6.815364610E1,0.000000000E0,1.491226908E2,6.259462102E0,3.000000000E0
4.352371366E2,-7.434897960E0,1.092516285E2,6.815364610E1,0.000000000E0,1.491226908E2,6.384539850E0,3.000000000E0
4.362371296E2,-7.434897968E0,1.092516285E2,6.815364610E1,0.000000000E0,1.491226908E2,6.423918184E0,3.000000000E0
4.382371180E2,-7.434897084E0,1.092516333E2,6.815364610E1,0.000000000E0,1.491226908E2,6.369610228E0,3.000000000E0
4.392371117E2,-7.434897373E0,1.092516321E2,6.815364610E1,0.000000000E0,1.491226908E2,5.877191733E0,3.000000000E0
4.402371062E2,-7.434897375E0,1.092516321E2,6.815364610E1,0.000000000E0,1.491226908E2,6.120605375E0,3.000000000E0
4.412370998E2,-7.434897394E0,1.092516320E2,6.815364610E1,0.000000000E0,1.491226908E2,6.266688462E0,3.000000000E0
4.422370945E2,-7.434897405E0,1.092516320E2,6.815364610E1,0.000000000E0,1.491226908E2,6.449875054E0,3.000000000E0
4.432370888E2,-7.434897672E0,1.092516308E2,6.815364610E1,0.000000000E0,1.491226908E2,6.029619382E0,3.000000000E0
4.442370831E2,-7.434897677E0,1.092516308E2,6.815364610E1,0.000000000E0,1.491226908E2,6.066052820E0,3.000000000E0
4.452370776E2,-7.434897864E0,1.092516300E2,6.815364610E1,0.000000000E0,1.491226908E2,5.756937151E0,3.000000000E0
4.462370719E2,-7.434897870E0,1.092516299E2,6.815364610E1,0.000000000E0,1.491226908E2,5.911980566E0,3.000000000E0
4.472370666E2,-7.434898016E0,1.092516293E2,6.815364610E1,0.000000000E0,1.491226908E2,5.491945404E0,3.000000000E0
4.482370614E2,-7.434898122E0,1.092516288E2,6.815364610E1,0.000000000E0,1.491226908E2,5.306997774E0,3.000000000E0
4.492370560E2,-7.434898122E0,1.092516288E2,6.815364610E1,0.000000000E0,1.491226908E2,5.389516185E0,3.000000000E0
4.502370499E2,-7.434898125E0,1.092516288E2,6.815364610E1,0.000000000E0,1.491226908E2,5.534960056E0,3.000000000E0
4.512370448E2,-7.434898220E0,1.092516284E2,6.815364610E1,0.000000000E0,1.491226908E2,5.343857234E0,3.000000000E0
4.522370396E2,-7.434898293E0,1.092516281E2,6.815364610E1,0.000000000E0,1.491226908E2,5.069404978E0,3.000000000E0
4.532370346E2,-7.434898354E0,1.092516278E2,6.815364610E1,0.000000000E0,1.491226908E2,4.920154477E0,3.000000000E0
4.542370287E2,-7.434898403E0,1.092516276E2,6.815364610E1,0.000000000E0,1.491226908E2,4.905801713E0,3.000000000E0
4.552370235E2,-7.434898443E0,1.092516274E2,6.815364610E1,0.000000000E0,1.491226908E2,4.818022561E0,3.000000000E0
4.562370182E2,-7.434898478E0,1.092516273E2,6.815364610E1,0.000000000E0,1.491226908E2,4.951573424E0,3.011990584E0
4.572370131E2,-7.434898507E0,1.092516272E2,6.815364610E1,0.000000000E0,1.491226908E2,4.840768341E0,3.000000000E0
4.582370077E2,-7.434898532E0,1.092516271E2,6.815364610E1,0.000000000E0,1.491226908E2,4.977359753E0,3.184139245E0
4.592370023E2,-7.434898555E0,1.092516270E2,6.815364610E1,0.000000000E0,1.491226908E2,5.094348847E0,3.291544044E0
4.602369975E2,-7.434898557E0,1.092516270E2,6.815364610E1,0.000000000E0,1.491226908E2,5.358196952E0,3.184246922E0
4.612369922E2,-7.434898558E0,1.092516269E2,6.815364610E1,0.000000000E0,1.491226908E2,5.615419424E0,3.126221030E0
4.622369869E2,-7.434898585E0,1.092516268E2,6.815364610E1,0.000000000E0,1.491226908E2,5.486732312E0,3.125476232E0
4.632369822E2,-7.434898604E0,1.092516267E2,6.815364610E1,0.000000000E0,1.491226908E2,5.541467069E0,3.631405738E0
4.642369763E2,-7.434898606E0,1.092516267E2,6.815364610E1,0.000000000E0,1.491226908E2,5.741818711E0,3.399400000E0
4.652369713E2,-7.434898607E0,1.092516267E2,6.815364610E1,0.000000000E0,1.491226908E2,5.734040185E0,3.396690495E0
4.662369661E2,-7.434898629E0,1.092516266E2,6.815364610E1,0.000000000E0,1.491226908E2,5.721442377E0,3.418609631E0
4.682369566E2,-7.434897840E0,1.092516308E2,6.815364610E1,0.000000000E0,1.491226908E2,5.704447934E0,3.233044123E0
4.692369517E2,-7.434897844E0,1.092516308E2,6.815364610E1,0.000000000E0,1.491226908E2,5.840672017E0,3.321421063E0
4.702369465E2,-7.434897922E0,1.092516304E2,6.815364610E1,0.000000000E0,1.491226908E2,5.641134360E0,3.375416344E0
4.712369412E2,-7.434897925E0,1.092516304E2,6.815364610E1,0.000000000E0,1.491226908E2,5.782457970E0,3.332607959E0
4.722369363E2,-7.434897996E0,1.092516300E2,6.815364610E1,0.000000000E0,1.491226908E2,5.680537062E0,3.392890828E0
4.732369310E2,-7.434898000E0,1.092516300E2,6.815364610E1,0.000000000E0,1.491226908E2,5.766226038E0,3.311539944E0
4.742369258E2,-7.434898002E0,1.092516300E2,6.815364610E1,0.000000000E0,1.491226908E2,5.878019459E0,3.369323117E0
4.752369207E2,-7.434898003E0,1.092516300E2,6.815364610E1,0.000000000E0,1.491226908E2,5.934114163E0,3.340298933E0
4.762369156E2,-7.434898009E0,1.092516300E2,6.815364610E1,0.000000000E0,1.491226908E2,5.915944999E0,3.157109055E0
4.772369103E2,-7.434899380E0,1.092516341E2,6.789393594E1,1.963601014E-1,1.491226835E2,5.981712856E0,3.000000000E0
4.782369065E2,-7.434900622E0,1.092516350E2,6.668590959E1,5.718036605E-1,1.491226838E2,6.296093082E0,3.000000000E0
4.792369010E2,-7.434904378E0,1.092516376E2,6.656582061E1,0.000000000E0,1.491226838E2,6.703637167E0,3.000000000E0
4.802368960E2,-7.434904685E0,1.092516381E2,6.917245417E1,6.961553855E-1,1.491226837E2,6.840225048E0,3.000000000E0
4.812368906E2,-7.434910219E0,1.092516419E2,6.991792219E1,7.455241988E-1,1.491226831E2,7.087829254E0,3.000000000E0
4.822368859E2,-7.434915774E0,1.092516449E2,7.020729056E1,4.241411404E-1,1.491226834E2,7.423527744E0,3.000000000E0
4.832368808E2,-7.434917692E0,1.092516455E2,7.005346977E1,3.712824763E-1,1.491226843E2,7.861716117E0,3.000000000E0
4.842368760E2,-7.434918657E0,1.092516488E2,6.964663802E1,4.365862362E-1,1.491226853E2,7.674870149E0,3.000000000E0
4.852368705E2,-7.434922040E0,1.092516509E2,6.964663802E1,7.898431171E0,2.108721608E2,8.310445660E0,3.000000000E0
4.862368656E2,-7.434925411E0,1.092516529E2,6.964663802E1,7.904368517E0,2.230665159E2,9.992527962E0,3.000000000E0
4.872368610E2,-7.434944695E0,1.092516286E2,6.958648194E1,7.444986164E0,2.262468014E2,1.825105587E1,3.000000000E0
4.882368557E2,-7.434956749E0,1.092516113E2,6.957047969E1,7.158941323E0,2.322389524E2,2.322488580E1,3.000000000E0
4.892368506E2,-7.434916223E0,1.092516660E2,8.440000000E1,7.166096289E0,2.333569247E2,1.335186288E1,3.000001618E1
4.902368455E2,-7.434916223E0,1.092516660E2,8.440000000E1,6.315538070E0,2.298715283E2,1.666463991E1,3.000003308E1
4.912368412E2,-7.434916223E0,1.092516660E2,8.440000000E1,6.288434748E0,2.290575901E2,1.778411253E1,3.000005193E1
4.922368358E2,-7.434916223E0,1.092516660E2,8.440000000E1,NaN,NaN,2.065873110E1,3.000007078E1
4.932368305E2,-7.434916223E0,1.092516660E2,8.440000000E1,NaN,NaN,2.290320913E1,3.000007561E1
4.942368259E2,-7.434916223E0,1.092516660E2,8.440000000E1,NaN,NaN,2.435924340E1,3.000009445E1
4.952368213E2,-7.434901305E0,1.092516743E2,8.440000000E1,NaN,NaN,1.768241134E1,3.000001694E1
4.962368159E2,-7.434901305E0,1.092516743E2,8.440000000E1,NaN,NaN,1.869348966E1,3.000002967E1
4.972368104E2,-7.434901305E0,1.092516743E2,8.440000000E1,NaN,NaN,2.117768566E1,3.000004852E1
4.982368062E2,-7.434895884E0,1.092516774E2,8.436179431E1,NaN,NaN,1.782318910E1,3.000000055E1
4.992368014E2,-7.434895884E0,1.092516774E2,8.436179431E1,NaN,NaN,1.936567052E1,3.000001940E1
5.002367961E2,-7.434895884E0,1.092516774E2,8.436179431E1,NaN,NaN,2.245711838E1,3.000003825E1
5.012367917E2,-7.435058876E0,1.092513632E2,6.847262418E1,1.292591539E0,2.781318041E2,1.957938496E1,3.000000000E0
5.022367862E2,-7.435003552E0,1.092514093E2,6.839598995E1,1.293489884E0,2.655256415E2,9.722448006E0,3.000000000E0
5.032367816E2,-7.435074430E0,1.092513047E2,6.770749832E1,1.046501759E0,2.678210138E2,6.352627018E0,3.000000000E0
5.042367760E2,-7.435071307E0,1.092513017E2,6.863108555E1,6.342200403E-1,2.678210108E2,6.944788929E0,3.000000000E0
5.052367716E2,-7.435067627E0,1.092513087E2,6.907016476E1,3.185631931E-1,2.678210041E2,7.547396562E0,3.000000000E0
5.062367666E2,-7.435047213E0,1.092513460E2,6.877748788E1,6.391819484E-1,3.210981167E2,7.905682642E0,3.000000000E0
5.072367611E2,-7.434849379E0,1.092516387E2,6.544865011E1,1.868292751E0,3.387256139E2,1.032272829E1,3.000000000E0
5.082367570E2,-7.434992127E0,1.092513892E2,6.805619667E1,2.948757923E0,3.372347431E2,1.927711277E1,3.000000000E0
5.092367516E2,-7.434840463E0,1.092515902E2,6.611353371E1,1.795453655E0,3.154011334E2,6.006629267E0,3.000000000E0
5.102367464E2,-7.434868895E0,1.092515924E2,6.818628502E1,5.086176471E-1,3.251746782E2,4.861047511E0,3.000000000E0
5.112367414E2,-7.434875124E0,1.092515914E2,6.834221924E1,2.009759527E-1,3.218461583E2,4.336794825E0,3.000000000E0
5.122373551E2,-7.434909356E0,1.092515797E2,6.823895631E1,5.053344933E-1,2.247433158E2,4.541271451E0,3.000000000E0
5.132373570E2,-7.434927974E0,1.092515869E2,6.941540461E1,8.185000804E-1,1.917653117E2,4.476736126E0,3.000000000E0
5.142373502E2,-7.434916032E0,1.092515948E2,6.862452357E1,3.449237760E-1,1.624980613E2,4.343789275E0,3.000000000E0
5.152373470E2,-7.434910325E0,1.092515986E2,6.881420579E1,2.991197633E-1,1.624980631E2,3.315389067E0,3.000000000E0
5.162373430E2,-7.434916025E0,1.092516018E2,6.879818582E1,4.116029321E-1,1.624980611E2,3.345925279E0,3.000000000E0
5.172373319E2,-7.434925813E0,1.092516089E2,6.880200688E1,1.206964266E0,1.435695009E2,3.407289732E0,3.000000000E0
5.182373296E2,-7.434935618E0,1.092516186E2,6.859780795E1,1.212681826E0,1.374749512E2,3.500909339E0,3.000000000E0
5.192373286E2,-7.434943007E0,1.092516285E2,6.844482844E1,1.045047281E0,1.267691301E2,3.659097710E0,3.000000000E0
5.202373167E2,-7.434947417E0,1.092516364E2,6.812480881E1,9.033788690E-1,1.296158966E2,3.812035299E0,3.000000000E0
5.212373111E2,-7.434953501E0,1.092516436E2,6.950350616E1,1.122132504E0,1.371816218E2,4.104837597E0,3.000000000E0
5.222373118E2,-7.434957137E0,1.092516473E2,6.828340716E1,3.870911298E-1,1.355278721E2,4.663237188E0,3.000000000E0
5.232373027E2,-7.434957226E0,1.092516405E2,6.831419940E1,3.218480754E-1,1.355278771E2,5.094305597E0,3.000000000E0
5.242372940E2,-7.434961671E0,1.092516415E2,6.904584097E1,5.379258498E-1,1.355278766E2,5.582492834E0,3.000000000E0
5.252372863E2,-7.434959469E0,1.092516333E2,6.873447949E1,4.468994983E-1,1.355278771E2,5.479517425E0,3.000000000E0
5.262372721E2,-7.434949730E0,1.092516340E2,6.831047927E1,3.086251314E-1,1.355278774E2,5.786584018E0,3.000000000E0
5.272372601E2,-7.434887171E0,1.092516086E2,6.892116914E1,4.715572864E-1,9.340009841E1,4.895821717E0,3.000000000E0
5.282372472E2,-7.434883355E0,1.092516104E2,6.962562528E1,5.366160646E-1,1.274144425E2,4.053466448E0,3.000000000E0
5.292372363E2,-7.434863362E0,1.092516091E2,6.918224900E1,4.667152434E-1,8.292869098E1,3.227472129E0,3.000000000E0
5.302372246E2,-7.434860910E0,1.092516089E2,6.958006057E1,2.734869844E-1,8.260367979E1,3.339142419E0,3.000000000E0
5.312372134E2,-7.434855081E0,1.092516016E2,6.958944010E1,9.601608132E-2,8.260368211E1,3.530407774E0,3.000000000E0
5.322372023E2,-7.434854503E0,1.092515952E2,6.942755557E1,7.229482208E-2,8.260368256E1,3.624502615E0,3.000000000E0
5.332371923E2,-7.434852226E0,1.092515953E2,7.040965895E1,4.655677772E-1,9.567651249E1,3.717522499E0,3.000000000E0
5.342371825E2,-7.434859631E0,1.092515979E2,7.113005559E1,3.328779416E-1,6.598238158E1,3.755054428E0,3.000000000E0
5.352371722E2,-7.434869079E0,1.092516007E2,7.088907987E1,1.951784493E-1,6.598236269E1,3.794795900E0,3.000000000E0
5.362371625E2,-7.434879166E0,1.092515976E2,7.226202992E1,7.299410026E-1,NaN,3.776661138E0,3.000000000E0
5.372371541E2,-7.434886920E0,1.092515948E2,7.080102359E1,1.930161809E-1,NaN,3.764399948E0,3.000000000E0
5.382371453E2,-7.434888794E0,1.092516078E2,7.139928336E1,4.746012040E-1,1.008404008E2,4.360599097E0,3.000000000E0
5.392371355E2,-7.434876613E0,1.092516018E2,7.018160016E1,1.807061194E-1,1.007527946E2,4.409634571E0,3.000000000E0
5.402371273E2,-7.434879681E0,1.092516112E2,6.951177840E1,8.837093871E-1,9.938706732E1,3.507823529E0,3.000000000E0
5.412371184E2,-7.434880386E0,1.092516190E2,6.970854816E1,2.088281157E-1,9.987296970E1,3.159559968E0,3.000000000E0
5.422371109E2,-7.434880803E0,1.092516194E2,6.928039604E1,1.380962200E-1,9.987297073E1,3.036187440E0,3.000000000E0
5.432371020E2,-7.434882237E0,1.092516194E2,6.903358029E1,3.596550861E-2,9.987297237E1,3.115991090E0,3.000000000E0
5.442370948E2,-7.434881128E0,1.092516192E2,6.852652037E1,2.079068673E-1,9.987296915E1,3.218819072E0,3.000000000E0
5.452370863E2,-7.434878032E0,1.092516214E2,6.858044808E1,2.474252863E-1,9.987296472E1,3.409193081E0,3.000000000E0
5.462370788E2,-7.434873339E0,1.092516234E2,6.867558735E1,1.874522899E-1,9.987296158E1,3.570423361E0,3.000000000E0
5.472370710E2,-7.434870171E0,1.092516261E2,6.853099030E1,4.460404213E-1,9.987295886E1,3.715367572E0,3.000000000E0
5.482370645E2,-7.434867985E0,1.092516304E2,6.816402099E1,5.733068948E-1,9.987295995E1,4.099666521E0,3.000000000E0
5.492370571E2,-7.434867294E0,1.092516354E2,6.786675312E1,7.945759091E-1,9.987296067E1,4.429098478E0,3.000000000E0
5.502370492E2,-7.434856821E0,1.092516455E2,6.708242783E1,1.479918449E0,5.993667886E1,5.206277178E0,3.000000000E0
5.512370425E2,-7.434836776E0,1.092516561E2,6.833561668E1,0.000000000E0,3.939408514E1,5.627715348E0,3.000000000E0
5.522370350E2,-7.434828445E0,1.092516570E2,6.833561668E1,0.000000000E0,3.939408514E1,5.456808568E0,3.000000000E0
5.532370285E2,-7.434821661E0,1.092516537E2,6.750468088E1,4.418805022E-1,2.108137358E1,5.500969476E0,3.000000000E0
5.542370218E2,-7.434817121E0,1.092516542E2,6.799762323E1,0.000000000E0,2.110986570E1,5.575800795E0,3.000000000E0
5.552370151E2,-7.434790437E0,1.092516535E2,6.799762323E1,0.000000000E0,2.110986570E1,5.351508047E0,3.000000000E0
5.562370086E2,-7.434777166E0,1.092516541E2,6.799762323E1,0.000000000E0,2.110986570E1,4.620464716E0,3.000000000E0
5.572370021E2,-7.434769628E0,1.092516544E2,6.799762323E1,0.000000000E0,2.110986570E1,4.155398649E0,3.000000000E0
5.582369953E2,-7.434764708E0,1.092516546E2,6.799762323E1,0.000000000E0,2.110986570E1,3.838053336E0,3.000000000E0
5.592369893E2,-7.434761391E0,1.092516548E2,6.799762323E1,0.000000000E0,2.110986570E1,3.627440266E0,3.000000000E0
5.602369822E2,-7.434761347E0,1.092516548E2,6.799762323E1,0.000000000E0,2.110986570E1,3.886900489E0,3.000000000E0
5.612369759E2,-7.434757140E0,1.092516543E2,6.799762323E1,0.000000000E0,2.110986570E1,5.574026530E0,3.000000000E0
5.622369697E2,-7.434753387E0,1.092516556E2,6.845517576E1,1.083825160E-1,2.110986492E1,5.739167515E0,3.000000000E0
5.632369636E2,-7.434752689E0,1.092516558E2,6.854564053E1,0.000000000E0,2.110986490E1,5.997754662E0,3.000000000E0
5.642369570E2,-7.434747023E0,1.092516567E2,6.854564053E1,0.000000000E0,2.110986490E1,5.183591713E0,3.000000000E0
5.652369512E2,-7.434743783E0,1.092516572E2,6.854564053E1,0.000000000E0,2.110986490E1,4.685518729E0,3.000000000E0
5.662369448E2,-7.434741679E0,1.092516576E2,6.854564053E1,0.000000000E0,2.110986490E1,4.345783340E0,3.000000000E0
5.672369382E2,-7.434740731E0,1.092516574E2,6.854564053E1,0.000000000E0,2.110986490E1,5.862943613E0,3.000000000E0
5.682369330E2,-7.434738688E0,1.092516578E2,6.854564053E1,0.000000000E0,2.110986490E1,5.152522726E0,3.000000000E0
5.692369267E2,-7.434738642E0,1.092516578E2,6.854564053E1,0.000000000E0,2.110986490E1,5.261595433E0,3.000000000E0
5.702369208E2,-7.434737366E0,1.092516581E2,6.854564053E1,0.000000000E0,2.110986490E1,4.750027105E0,3.000000000E0
5.712369143E2,-7.434737348E0,1.092516581E2,6.854564053E1,0.000000000E0,2.110986490E1,4.844980382E0,3.000000000E0
5.722369086E2,-7.434736509E0,1.092516583E2,6.854564053E1,0.000000000E0,2.110986490E1,4.463412250E0,3.000000000E0
5.732369027E2,-7.434740074E0,1.092516572E2,6.854564053E1,0.000000000E0,2.110986490E1,5.463375944E0,3.000000000E0
5.742368971E2,-7.434740059E0,1.092516572E2,6.854564053E1,0.000000000E0,2.110986490E1,5.632780911E0,3.000000000E0
5.752368914E2,-7.434740055E0,1.092516572E2,6.854564053E1,0.000000000E0,2.110986490E1,5.795042833E0,3.000000000E0
5.762368852E2,-7.434740031E0,1.092516572E2,6.854564053E1,0.000000000E0,2.110986490E1,5.787239929E0,3.000000000E0
5.772368788E2,-7.434738069E0,1.092516577E2,6.854564053E1,0.000000000E0,2.110986490E1,5.015979413E0,3.000000000E0
5.782368733E2,-7.434738046E0,1.092516577E2,6.854564053E1,0.000000000E0,2.110986490E1,5.079798491E0,3.000000000E0
5.792368678E2,-7.434737118E0,1.092516579E2,6.854564053E1,0.000000000E0,2.110986490E1,4.933877430E0,3.000000000E0
5.802368619E2,-7.434737094E0,1.092516580E2,6.854564053E1,0.000000000E0,2.110986490E1,4.921733444E0,3.000000000E0
5.812368554E2,-7.434736073E0,1.092516582E2,6.854564053E1,0.000000000E0,2.110986490E1,4.325557976E0,3.000000000E0
5.822368498E2,-7.434736065E0,1.092516582E2,6.854564053E1,0.000000000E0,2.110986490E1,4.329101007E0,3.000000000E0
5.832368442E2,-7.434736059E0,1.092516582E2,6.854564053E1,0.000000000E0,2.110986490E1,4.442401707E0,3.000000000E0
5.842368383E2,-7.434735419E0,1.092516584E2,6.854564053E1,0.000000000E0,2.110986490E1,4.001000843E0,3.000000000E0
5.852368326E2,-7.434737915E0,1.092516576E2,6.854564053E1,0.000000000E0,2.110986490E1,3.850533782E0,3.000000000E0
5.862368275E2,-7.434737018E0,1.092516579E2,6.854564053E1,0.000000000E0,2.110986490E1,3.530489663E0,3.000000000E0
5.872368217E2,-7.434736397E0,1.092516580E2,6.854564053E1,0.000000000E0,2.110986490E1,3.269050013E0,3.000000000E0
5.882368157E2,-7.434738626E0,1.092516614E2,6.829740286E1,8.233157896E-2,2.110988236E1,3.243360360E0,3.000000000E0
5.892368100E2,-7.434738205E0,1.092516617E2,6.829815379E1,0.000000000E0,2.110988226E1,3.784377796E0,3.000000000E0
5.912367989E2,-7.434740343E0,1.092516623E2,6.829815379E1,0.000000000E0,2.110988226E1,4.436231406E0,3.000000000E0
5.922367933E2,-7.434740444E0,1.092516625E2,6.829815379E1,0.000000000E0,2.110988226E1,4.568675272E0,3.000000000E0
5.932367876E2,-7.434743638E0,1.092516676E2,6.829815379E1,0.000000000E0,2.110988226E1,4.102505547E0,3.000000000E0
5.942367811E2,-7.434745669E0,1.092516708E2,6.829815379E1,0.000000000E0,2.110988226E1,3.783113626E0,3.000000000E0
5.952367765E2,-7.434745682E0,1.092516708E2,6.829815379E1,0.000000000E0,2.110988226E1,3.885576516E0,3.000000000E0
5.962367702E2,-7.434747330E0,1.092516708E2,6.829815379E1,0.000000000E0,2.110988226E1,4.966157457E0,3.000000000E0
5.972367650E2,-7.434749112E0,1.092516743E2,6.829815379E1,0.000000000E0,2.110988226E1,4.311482085E0,3.000000000E0
5.982367594E2,-7.434749120E0,1.092516743E2,6.829815379E1,0.000000000E0,2.110988226E1,4.533614257E0,3.000000000E0
5.992367535E2,-7.434749145E0,1.092516744E2,6.829815379E1,0.000000000E0,2.110988226E1,4.729472138E0,3.000000000E0
6.002367475E2,-7.434749186E0,1.092516745E2,6.829815379E1,0.000000000E0,2.110988226E1,4.904444056E0,3.000000000E0
6.012367423E2,-7.434749233E0,1.092516746E2,6.829815379E1,0.000000000E0,2.110988226E1,5.025667821E0,3.000000000E0
6.022367365E2,-7.434751998E0,1.092516743E2,6.829815379E1,0.000000000E0,2.110988226E1,7.013155425E0,3.000000000E0
6.032367313E2,-7.434752000E0,1.092516743E2,6.829815379E1,0.000000000E0,2.110988226E1,7.125245638E0,3.000000000E0
6.042367252E2,-7.434752046E0,1.092516745E2,6.829815379E1,0.000000000E0,2.110988226E1,7.062125307E0,3.000000000E0
6.052367200E2,-7.434752168E0,1.092516751E2,6.829815379E1,0.000000000E0,2.110988226E1,6.828817280E0,3.000000000E0
6.062367141E2,-7.434752934E0,1.092516790E2,6.829815379E1,0.000000000E0,2.110988226E1,5.124408953E0,3.000000000E0
6.072367080E2,-7.434752936E0,1.092516790E2,6.829815379E1,0.000000000E0,2.110988226E1,5.119497060E0,3.000000000E0
6.082367033E2,-7.434752814E0,1.092516794E2,6.829815379E1,0.000000000E0,2.110988226E1,4.979090853E0,3.000000000E0
6.092366971E2,-7.434753158E0,1.092516808E2,6.829815379E1,0.000000000E0,2.110988226E1,4.163326480E0,3.000000000E0
6.102366917E2,-7.434753336E0,1.092516815E2,6.829815379E1,0.000000000E0,2.110988226E1,3.646262791E0,3.000000000E0
6.112366858E2,-7.434753444E0,1.092516819E2,6.829815379E1,0.000000000E0,2.110988226E1,3.293690541E0,3.000000000E0
6.122366799E2,-7.434753516E0,1.092516822E2,6.829815379E1,0.000000000E0,2.110988226E1,3.038228863E0,3.000000000E0
6.132366750E2,-7.434753566E0,1.092516824E2,6.829815379E1,0.000000000E0,2.110988226E1,2.847367746E0,3.000000000E0
6.142366693E2,-7.434753528E0,1.092516825E2,6.829815379E1,0.000000000E0,2.110988226E1,2.820146125E0,3.000000000E0
6.152366630E2,-7.434753529E0,1.092516825E2,6.829815379E1,0.000000000E0,2.110988226E1,3.135720165E0,3.000000000E0
6.162366579E2,-7.434753592E0,1.092516827E2,6.829815379E1,0.000000000E0,2.110988226E1,3.130343379E0,3.000000000E0
6.172366519E2,-7.434753593E0,1.092516827E2,6.829815379E1,0.000000000E0,2.110988226E1,3.412544732E0,3.000000000E0
6.182366469E2,-7.434753594E0,1.092516827E2,6.829815379E1,0.000000000E0,2.110988226E1,3.661395861E0,3.000000000E0
6.192366415E2,-7.434753595E0,1.092516827E2,6.829815379E1,0.000000000E0,2.110988226E1,3.861780598E0,3.000000000E0
6.202366360E2,-7.434754648E0,1.092516817E2,6.829815379E1,0.000000000E0,2.110988226E1,3.717848693E0,3.000000000E0
6.212366302E2,-7.434754647E0,1.092516817E2,6.829815379E1,0.000000000E0,2.110988226E1,3.715195981E0,3.000000000E0
6.222366245E2,-7.434754646E0,1.092516817E2,6.829815379E1,0.000000000E0,2.110988226E1,3.770979143E0,3.000000000E0
6.232366189E2,-7.434754643E0,1.092516817E2,6.829815379E1,0.000000000E0,2.110988226E1,3.766097300E0,3.000000000E0
6.242366133E2,-7.434754504E0,1.092516821E2,6.829815379E1,0.000000000E0,2.110988226E1,3.383607799E0,3.000000000E0
6.252366078E2,-7.434754411E0,1.092516824E2,6.829815379E1,0.000000000E0,2.110988226E1,3.103721327E0,3.000000000E0
